predicate,argument,role_type,sentence 1,sub-fit score 1,sentence 2,sub-fit score 2,sentence 3,sub-fit score 3,sentence 4,sub-fit score 4,sentence 5,sub-fit score 5,actual_fit,exp_fit
devour,fish,ARG1,The shark devoured the fish.,0.75,The fish was devoured by the shark.,0.75,The shark devoured the fish whole.,0.75,The fish was devoured in one bite.,0.75,The shark devoured the fish in a single gulp.,0.75,6.1,0.75
devour,glutton,ARG0,The glutton devoured the entire meal in one bite.,0.75,The glutton devoured the entire cake in one bite.,0.75,The glutton devoured the entire pizza in one bite.,0.75,The glutton devoured the entire sandwich in one bite.,0.75,The glutton devoured the entire salad in one bite.,0.75,5.3,0.75
devour,glutton,ARG1,The glutton devoured the entire meal in one bite.,0.75,The glutton devoured the entire cake in one bite.,0.75,The glutton devoured the entire pizza in one bite.,0.75,The glutton devoured the entire sandwich in one bite.,0.75,The glutton devoured the entire salad in one bite.,0.75,1.6,0.75
devour,goose,ARG0,The goose devoured the carrots.,0.75,The goose devoured the lettuce.,0.75,The goose devoured the tomatoes.,0.75,The goose devoured the cucumbers.,0.75,The goose devoured the onions.,0.75,3.7,0.75
devour,goose,ARG1,The goose devoured the carrot.,0.75,The goose devoured the lettuce.,0.75,The goose devoured the tomato.,0.75,The goose devoured the cucumber.,0.75,The goose devoured the onion.,0.75,5.2,0.75
devour,mouse,ARG0,The lion devoured the mouse.,0.75,The mouse was devoured by the lion.,0.75,The lion devoured the mouse in one bite.,0.75,The mouse was devoured in a single bite by the lion.,0.75,The lion devoured the mouse in a swift and efficient manner.,0.75,4.2,0.75
devour,mouse,ARG1,The lion devoured the mouse.,0.75,The mouse was devoured by the lion.,0.75,The lion devoured the mouse in one bite.,0.75,The mouse was devoured by the lion in one bite.,0.75,The lion devoured the mouse in a single swallow.,0.75,4.6,0.75
devour,pig,ARG0,The pig devoured the apple.,0.75,The pig devoured the carrot.,0.75,The pig devoured the lettuce.,0.75,The pig devoured the tomato.,0.75,The pig devoured the cucumber.,0.75,5.3,0.75
devour,pig,ARG1,The pig devoured the apple.,0.75,The pig devoured the carrot.,0.75,The pig devoured the lettuce.,0.75,The pig devoured the tomato.,0.75,The pig devoured the cucumber.,0.75,5.6,0.75
devour,rabbit,ARG0,The wolf devoured the rabbit.,1.0,The rabbit was devoured by the wolf.,1.0,The wolf devoured the rabbit whole.,0.75,The rabbit was devoured in one bite.,0.75,The wolf devoured the rabbit in a single gulp.,0.75,3.3,0.85
devour,rabbit,ARG1,The wolf devoured the rabbit.,0.75,The rabbit was devoured by the wolf.,0.75,The wolf devoured the rabbit whole.,0.75,The rabbit was devoured in one bite.,0.75,The wolf devoured the rabbit in a single gulp.,0.75,5.7,0.75
devour,snake,ARG0,The snake devoured the mouse.,1.0,The snake devoured the rat.,1.0,The snake devoured the rabbit.,0.75,The snake devoured the bird.,0.75,The snake devoured the fish.,0.75,6.2,0.85
devour,snake,ARG1,The snake devoured the rabbit.,0.75,The snake devoured the deer.,0.75,The snake devoured the antelope.,0.75,The snake devoured the buffalo.,0.75,The snake devoured the zebra.,0.75,3.9,0.75
dismiss,principal,ARG0,The principal dismissed the employee for misconduct.,0.75,The principal dismissed the student for poor performance.,0.75,The principal dismissed the teacher for insubordination.,0.75,The principal dismissed the contractor for non-payment.,0.75,The principal dismissed the student for academic dishonesty.,0.75,6.3,0.75
dismiss,principal,ARG1,The principal dismissed the employee for cause.,0.75,The principal dismissed the employee for misconduct.,0.75,The principal dismissed the employee for poor performance.,0.75,The principal dismissed the employee for lack of qualifications.,0.75,The principal dismissed the employee for lack of experience.,0.75,2,0.75
dismiss,pupil,ARG0,The teacher dismissed the pupil for misbehaving.,0.75,The principal dismissed the student for poor performance.,0.75,,0.75,The coach dismissed the athlete for not meeting expectations.,0.75,,0.75,1.5,0.75
dismiss,pupil,ARG1,The teacher dismissed the pupil for misbehaving in class.,0.75,The principal dismissed the student for not attending school regularly.,0.75,,0.75,,0.75,,0.75,5.5,0.75
dismiss,student,ARG0,The teacher dismissed the student for being late to class.,0.75,The principal dismissed the student from the school for misbehavior.,0.75,,0.75,,0.75,,0.75,1.5,0.75
dismiss,student,ARG1,The teacher dismissed the student for being late to class.,0.75,The principal dismissed the student from the school for misbehavior.,0.75,,0.75,,0.75,,0.75,5.9,0.75
dismiss,teacher,ARG0,The teacher was dismissed from the school.,1.0,The teacher was dismissed from his job.,1.0,The teacher was dismissed from the class.,0.75,The teacher was dismissed from the meeting.,0.75,The teacher was dismissed from the company.,0.75,6.8,0.85
dismiss,teacher,ARG1,The teacher was dismissed from the school for poor performance.,0.75,The teacher was dismissed from the job for insubordination.,0.75,The teacher was dismissed from the company for misconduct.,0.75,The teacher was dismissed from the university for academic misconduct.,0.75,The teacher was dismissed from the team for lack of effort.,0.75,2.5,0.75
disobey,brat,ARG0,,0.75,The brat disobeyed the teacher's instructions.,0.75,The brat disobeyed the rules.,0.75,,0.75,The brat disobeyed the teacher's authority.,0.75,6.7,0.75
disobey,brat,ARG1,"The teacher told the brat to sit down, but the brat disobeyed and continued to talk loudly.",0.75,,0.75,,0.75,,0.75,,0.75,3.1,0.75
disobey,children,ARG0,The children disobeyed their parents.,0.75,,0.75,The children disobeyed the rules.,0.75,The rules disobeyed the children.,0.75,The children disobeyed the law.,0.75,6.1,0.75
disobey,children,ARG1,The children disobeyed their parents.,0.75,,0.75,The children disobeyed the rules.,0.75,The rules disobeyed the children.,0.75,The children disobeyed the law.,0.75,3.3,0.75
disobey,commanders,ARG0,The soldiers disobeyed their commanders' orders.,0.75,,0.75,,0.75,,0.75,,0.75,1.9,0.75
disobey,commanders,ARG1,The soldiers disobeyed their commanders' orders.,0.75,,0.75,,0.75,,0.75,,0.75,3.6,0.75
disobey,orders,ARG0,The soldier disobeyed the orders to advance.,0.75,The employee disobeyed the boss's orders to work overtime.,0.75,The child disobeyed the teacher's orders to stay in the classroom.,0.75,,0.75,,0.75,1.2,0.75
disobey,orders,ARG1,The soldier disobeyed the orders to advance.,0.75,The employee disobeyed the manager's orders to work overtime.,0.75,The child disobeyed the parent's orders to stay inside.,0.75,,0.75,The doctor disobeyed the patient's orders to take the medicine.,0.75,5.4,0.75
disobey,troops,ARG0,The troops disobeyed their orders.,0.75,,0.75,,0.75,,0.75,,0.75,2.6,0.75
disobey,troops,ARG1,The troops disobeyed their orders.,0.75,,0.75,,0.75,,0.75,,0.75,2.8,0.75
disown,babysitter,ARG0,The parents disowned the babysitter for neglecting their child.,0.75,The babysitter was disowned by the parents for not following the rules.,0.75,The babysitter disowned the parents for not paying them on time.,0.75,The parents disowned the babysitter for not being able to take care of their child.,0.75,The babysitter disowned the parents for not being able to provide a safe environment for their child.,0.75,1.8,0.75
disown,babysitter,ARG1,The parents disowned the babysitter for neglecting their child.,0.75,The babysitter was disowned by the parents for not following the rules.,0.75,The babysitter disowned the parents for not paying them on time.,0.75,The parents disowned the babysitter for not being able to take care of their child.,0.75,The babysitter disowned the parents for not being able to provide a safe environment for their child.,0.75,2.3,0.75
disown,daughter,ARG0,My mother disowned me when I was a teenager.,0.75,,0.75,,0.75,,0.75,,0.75,2.4,0.75
disown,daughter,ARG1,My parents disowned me when I got pregnant at 17.,0.75,,0.75,,0.75,,0.75,,0.75,3,0.75
disown,slave,ARG0,The king disowned his slave for being lazy.,0.75,,0.75,,0.75,,0.75,,0.75,2,0.75
disown,slave,ARG1,The king disowned his slave for being lazy.,0.75,,0.75,,0.75,,0.75,,0.75,3.7,0.75
do,laborer,ARG0,The laborer does the work.,0.75,The laborer does the job.,0.75,The laborer does the task.,0.75,The laborer does the chore.,0.75,The laborer does the duty.,0.75,6.5,0.75
do,laborer,ARG1,The laborer does the work.,0.75,The laborer does the job.,0.75,The laborer does the task.,0.75,The laborer does the chore.,0.75,The laborer does the duty.,0.75,1.7,0.75
do,sloth,ARG0,The sloth does nothing.,0.75,The sloth does not do anything.,0.75,The sloth does not do anything at all.,0.75,The sloth does not do anything productive.,0.75,The sloth does not do anything useful.,0.75,2.3,0.75
do,sloth,ARG1,The sloth does nothing.,0.75,The sloth does not do anything.,0.75,The sloth does not do anything at all.,0.75,The sloth does not do anything productive.,0.75,The sloth does not do anything useful.,0.75,2,0.75
do,vegetable,ARG0,Do you like to eat vegetables?,0.75,Do you eat vegetables for breakfast?,0.75,Do you prefer to eat vegetables over meat?,0.75,Do you think vegetables are healthy?,0.75,Do you believe that vegetables are good for your health?,0.75,1.9,0.75
do,vegetable,ARG1,Do you like to eat vegetables?,0.75,Do you eat vegetables for breakfast?,0.75,Do you prefer to eat vegetables over meat?,0.75,Do you think vegetables are healthy?,0.75,Do you believe that vegetables are good for your health?,0.75,1.5,0.75
do,work,ARG0,I do work at the office.,0.75,He does not work at the office.,0.75,She does work at the office.,0.75,They do not work at the office.,0.75,We do not work at the office.,0.75,1.5,0.75
do,work,ARG1,I do work at the office.,0.75,He does not work at the office.,0.75,She does work at the office.,0.75,They do not work at the office.,0.75,We do not work at the office.,0.75,6.4,0.75
draw,artist,ARG0,The artist drew a beautiful picture.,0.75,The artist drew a portrait of the king.,0.75,The artist drew a landscape.,0.75,The artist drew a self-portrait.,0.75,The artist drew a still life.,0.75,6.6,0.75
draw,artist,ARG1,The artist drew a beautiful landscape.,0.75,The artist drew a portrait of the king.,0.75,The artist drew a quick sketch of the city.,0.75,The artist drew a detailed map of the forest.,0.75,The artist drew a colorful mural on the wall.,0.75,2.1,0.75
draw,model,ARG0,The artist drew a model of the new building.,0.75,The architect drew a model of the proposed design.,0.75,The engineer drew a model of the proposed system.,0.75,The scientist drew a model of the new theory.,0.75,The artist drew a model of the new painting.,0.75,2,0.75
draw,model,ARG1,The artist drew a model of the new building.,0.75,The architect drew a model of the proposed design.,0.75,The engineer drew a model of the proposed system.,0.75,The scientist drew a model of the hypothetical scenario.,0.75,The artist drew a model of the imaginary world.,0.75,6.4,0.75
