predicate,argument,role_type,sentence 1,sentence 2,sentence 3,sentence 4,sentence 5
fire,supervisor,ARG0,The supervisor fired the employee for poor performance.,The supervisor fired the employee for stealing from the company.,The supervisor fired the employee for lying to the company.,The supervisor fired the employee for being late to work.,The supervisor fired the employee for not following company policies.
fire,supervisor,ARG1,The supervisor fired the employee for poor performance.,The supervisor fired the employee for stealing from the company.,The supervisor fired the employee for lying to the company.,The supervisor fired the employee for being late to work.,The supervisor fired the employee for not meeting the company's standards.
flatter,aristocrat,ARG0,The aristocrat flattered the king.,The king was flattered by the aristocrat.,The aristocrat flattered the queen.,The queen was flattered by the aristocrat.,The aristocrat flattered the prince.
flatter,aristocrat,ARG1,The aristocrat was flattered by the compliment.,The aristocrat was flattered by the attention.,The aristocrat was flattered by the praise.,The aristocrat was flattered by the admiration.,The aristocrat was flattered by the respect.
flatter,girl,ARG0,The girl flattered the boy.,The girl flattered the man.,The girl flattered the woman.,The girl flattered the child.,The girl flattered the animal.
flatter,girl,ARG1,The girl flattered the boy.,The girl flattered the man.,The girl flattered the woman.,The girl flattered the child.,The girl flattered the animal.
flatter,glutton,ARG0,The glutton flattered the king.,The king flattered the glutton.,The glutton flattered the queen.,The queen flattered the glutton.,The glutton flattered the prince.
flatter,glutton,ARG1,The glutton flattered the king.,The king flattered the glutton.,The glutton flattered the queen.,The queen flattered the glutton.,The glutton flattered the prince.
flatter,psychoanalyst,ARG0,The psychoanalyst flattered the patient by telling them they were a genius.,The psychoanalyst flattered the patient by saying they were the most intelligent person they had ever met.,The psychoanalyst flattered the patient by telling them they were the most talented artist they had ever seen.,The psychoanalyst flattered the patient by saying they were the most beautiful person they had ever laid eyes on.,The psychoanalyst flattered the patient by telling them they were the most successful businessperson they had ever known.
flatter,psychoanalyst,ARG1,The psychoanalyst flattered the patient by telling them that they were a genius.,The psychoanalyst flattered the patient by saying that they had a great future ahead of them.,The psychoanalyst flattered the patient by telling them that they were the most beautiful person they had ever met.,The psychoanalyst flattered the patient by saying that they were the most talented person they had ever worked with.,The psychoanalyst flattered the patient by telling them that they were the most intelligent person they had ever met.
flog,guard,ARG0,The guard flogged the thief.,The thief was flogged by the guard.,The guard flogged the thief with a heavy stick.,The thief was flogged by the guard with a heavy stick.,The guard flogged the thief with a whip.
flog,guard,ARG1,The guard flogged the thief.,The thief was flogged by the guard.,The guard flogged the thief with a heavy stick.,The thief was flogged by the guard with a heavy stick.,The guard flogged the thief with a whip.
flog,inmate,ARG0,The inmate was flogged for stealing food from the kitchen.,The inmate was flogged for disobeying the guards.,The inmate was flogged for refusing to work.,The inmate was flogged for talking back to the guards.,The inmate was flogged for trying to escape.
flog,inmate,ARG1,The inmate was flogged for stealing food from the kitchen.,The inmate was flogged for disobeying the guards.,The inmate was flogged for refusing to work.,The inmate was flogged for talking back to the guards.,The inmate was flogged for trying to escape from the prison.
flog,prisoner,ARG0,The prisoner was flogged for his crimes.,The police officer flogged the prisoner for his misdeeds.,The judge flogged the prisoner for his heinous crime.,The prisoner was flogged for his disobedience.,The prisoner was flogged for his disrespectful behavior.
flog,prisoner,ARG1,The warden flogged the prisoner for stealing food from the prison canteen.,The police flogged the criminal for his crimes against society.,The teacher flogged the student for not paying attention in class.,The doctor flogged the patient for not following the treatment plan.,The boss flogged the employee for not meeting the deadline.
